OTUId,341F-785R-Margo100,341F-785R-Margo101,341F-785R-Margo102,341F-785R-Margo103,341F-785R-Margo104,341F-785R-Margo105,341F-785R-Margo106,341F-785R-Margo107,341F-785R-Margo10,341F-785R-Margo11,341F-785R-Margo12,341F-785R-Margo13,341F-785R-Margo14,341F-785R-Margo15,341F-785R-Margo16,341F-785R-Margo17,341F-785R-Margo18,341F-785R-Margo19,341F-785R-Margo1,341F-785R-Margo20,341F-785R-Margo21,341F-785R-Margo22,341F-785R-Margo23,341F-785R-Margo24,341F-785R-Margo25,341F-785R-Margo26,341F-785R-Margo27,341F-785R-Margo28,341F-785R-Margo29,341F-785R-Margo2,341F-785R-Margo30,341F-785R-Margo31,341F-785R-Margo32,341F-785R-Margo33,341F-785R-Margo34,341F-785R-Margo35,341F-785R-Margo36,341F-785R-Margo37,341F-785R-Margo38,341F-785R-Margo39,341F-785R-Margo3,341F-785R-Margo40,341F-785R-Margo41,341F-785R-Margo42,341F-785R-Margo43,341F-785R-Margo44,341F-785R-Margo45,341F-785R-Margo46,341F-785R-Margo47,341F-785R-Margo48,341F-785R-Margo49,341F-785R-Margo4,341F-785R-Margo50,341F-785R-Margo51,341F-785R-Margo52,341F-785R-Margo53,341F-785R-Margo54,341F-785R-Margo55,341F-785R-Margo56,341F-785R-Margo57,341F-785R-Margo58,341F-785R-Margo59,341F-785R-Margo5,341F-785R-Margo60,341F-785R-Margo61,341F-785R-Margo62,341F-785R-Margo63,341F-785R-Margo64,341F-785R-Margo65,341F-785R-Margo66,341F-785R-Margo67,341F-785R-Margo68,341F-785R-Margo69,341F-785R-Margo6,341F-785R-Margo70,341F-785R-Margo71,341F-785R-Margo72,341F-785R-Margo73,341F-785R-Margo74,341F-785R-Margo75,341F-785R-Margo76,341F-785R-Margo77,341F-785R-Margo78,341F-785R-Margo79,341F-785R-Margo7,341F-785R-Margo80,341F-785R-Margo81,341F-785R-Margo82,341F-785R-Margo83,341F-785R-Margo84,341F-785R-Margo85,341F-785R-Margo86,341F-785R-Margo87,341F-785R-Margo88,341F-785R-Margo89,341F-785R-Margo8,341F-785R-Margo90,341F-785R-Margo91,341F-785R-Margo92,341F-785R-Margo93,341F-785R-Margo94,341F-785R-Margo95,341F-785R-Margo96,341F-785R-Margo97,341F-785R-Margo98,341F-785R-Margo99,341F-785R-Margo9
OTU_711,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,3,0,5,0,0,1,0
OTU_677,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0,0,1,0,0,2,10,1,0,2,0,0,4,1,0,1,0,1,0,2,0,0,0,4,9,7,0,0,0,0,2,5,0,0,0,1,1,3,0,1,2,0,0,0,0,0,0,0,6,2,2,0,1,2,3,1,1,1,42,0,0,3,0,1,9,0,15,8,0,3,0,0,1,0
OTU_858,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,2,0,1,1,2,1,0,1,0,0,0,1,3,0,2,0,0,0,0
OTU_846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,1,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,8,0,0,1,0
OTU_263,0,0,0,1,0,244,0,0,47,0,0,0,9,1,0,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,2022,0,0,565,0,431,1,0,335,0,0,0,0,1,2,0,0,0,0,2,0,4,1,0,0,0,67,0,0,0,4,3,0,1176,0,0,0,1,0,0,0,0,145,0,0,0,1,371,0,0,0,0,0,153,0,0,1,0,0,64,284,0,92,17,0,0,1,0,563,1426,0,30,2149,2,0,163,0
OTU_404,0,0,0,1,0,0,0,0,1,0,0,11,7,2,0,0,30,0,2,6,0,0,3,15,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,25,33,0,0,2,0,0,0,0,0,9,0,0,0,8,0,7,0,6,0,0,0,0,0,0,3,0,3,7,0,0
OTU_1,0,0,0,0,4003,3507,5565,0,445,1026,1,1314,895,3,2715,0,0,772,2973,2549,0,1169,1,0,0,1167,0,0,1,1,96,358,1393,0,435,0,264,1024,1,486,0,891,0,530,0,806,0,0,3173,0,0,0,2713,248,140,5405,0,192,613,2296,1141,4,1,89,1870,105,0,980,1976,0,0,0,0,964,2343,22,274,3,877,7,0,2110,40,2,233,0,2361,0,20,0,2725,2470,681,0,704,259,1,0,1514,247,963,0,0,0,0,0,2891
OTU_481,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,16,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,2
OTU_1021,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_4,0,0,0,0,2993,2683,3880,0,273,549,1,913,568,3,1795,0,0,512,1913,1820,0,721,0,0,0,793,0,0,0,0,59,247,1029,0,245,0,180,722,1,316,0,551,1,356,0,544,0,0,1922,0,1,0,1830,150,81,3431,0,149,376,1464,740,2,0,55,1204,72,0,670,1382,0,0,0,0,621,1507,16,181,3,486,10,0,1356,28,4,144,0,1411,0,20,0,1964,1597,385,0,434,166,0,0,1025,141,603,0,0,0,0,0,2007
OTU_447,0,0,0,0,137,0,0,0,0,0,298,0,0,0,0,70,0,0,7,0,9,27,1,0,0,4,0,0,0,12,0,0,0,52,0,0,0,0,0,0,9,0,1,0,0,0,0,0,8,26,0,0,0,0,0,282,89,0,0,36,0,503,167,0,5,0,0,0,0,1,0,5,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,1,5,0,0,37,0,0,5
OTU_427,0,0,0,0,156,0,0,1,0,0,210,0,0,0,0,5,0,0,26,1,1,1,3,1,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,1,0,0,9,35,0,0,0,0,0,18,102,0,0,2,0,674,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,1,1,0,0,3,0,0,8
OTU_188,0,0,0,0,261,0,0,79,0,0,0,1,0,2,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,13,0,0,0,0,0,13,0,0,0,24,5,1628,0,39,0,0,0,0,0,0,1,0,7,0,1,0,636,1,0,0,0,332,14,0,0,0,0,3,0,0,1,0,0,0,0,0,0,39,0,0,36,0,0,0,0,0,0,0,0,0,0,0,14,0,110,0,0,0
OTU_915,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_321,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_268,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_234,0,0,0,0,181,0,0,52,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,0,11,0,1182,0,19,0,0,0,0,0,0,0,0,4,0,0,0,381,0,0,0,0,243,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,29,0,0,0,0,0,0,0,0,0,0,1,8,0,72,0,0,0
OTU_181,0,0,0,0,34,0,0,35,70,0,1,0,0,2,0,0,0,0,8,0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,10,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,188,0,0,0,0,0,6,0,0,0,92,6,0,0,0,0,0,0,0,0,1,0,2,0,0,6,13,0,0,0,114,0,0,0,0,0,143,0,0,7,0,0,0,0,0,0,6,0,18,0,36,0,1,8,55,0,0
OTU_451,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,41,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,26,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,1
OTU_956,0,0,0,0,8,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_355,0,0,0,0,2,2,6,0,9,20,1,2,1,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,14,5,7,0,3,0,0,0,0,0,0,0,3,0,0,0,1,3,0,4,5,0,14,2,0,2,34,0,0,1,0,0,57,27,0,0,6,0,3,0,1,4,3,1,1,0,0,1,0,0,0,11,4,0,0,3,1,7,0,0,0,8,4,0,10,0,7,1,5,10,0,1,0,1,3,83,4,0
OTU_249,0,0,0,0,18,0,0,17,49,0,1,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,8,0,0,0,6,0,0,0,0,0,3,0,0,0,1,0,135,0,0,0,0,0,6,0,0,0,76,1,0,0,0,0,0,0,1,1,2,0,0,0,0,6,14,0,0,1,104,0,0,1,0,0,142,0,0,11,0,0,0,0,0,0,11,0,14,3,31,2,0,10,39,0,0
OTU_690,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,6
OTU_814,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU_411,0,0,0,0,8,3,14,0,3,3,0,0,0,1,0,1,3,1,0,1,0,0,0,3,0,1,0,0,2,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,1,1,0,2,0,0,0,0,2,1,14,0,0,1,1,0,5,0,10,0,0,0,0,3,0,0,0,1,0,0,1,0,6,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,2,2,0,0
OTU_363,0,0,0,0,7,0,0,0,0,0,0,19,12,1,0,0,0,0,0,4,1,0,1,0,1,0,0,0,3,2,0,0,1,0,2,5,0,1,31,0,3,0,3,10,2,0,0,0,5,6,0,0,10,0,0,1,2,0,0,0,11,2,2,0,5,0,1,16,2,13,5,10,2,8,51,1,0,8,0,0,0,12,6,0,1,8,15,0,0,0,0,0,1,0,1,2,1,0,8,0,59,1,13,6,0,1,0
OTU_939,0,0,0,0,4,0,0,1,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_128,0,0,0,0,6,0,0,71,0,142,1,0,0,18,11,140,0,0,4,2,25,0,0,0,0,0,0,0,0,24,0,0,0,128,0,0,0,0,0,0,0,0,1,14,10,0,1,0,2,57,0,3,59,0,601,367,0,0,0,29,3,78,0,0,23,0,7,0,19,0,0,28,8,0,17,0,9,0,0,76,0,5,34,5,0,0,21,0,0,7,7,0,0,17,120,0,0,0,10,12,67,0,0,63,0,0,6
OTU_295,0,0,0,0,9,0,0,0,2,1,0,21,22,0,0,0,0,0,0,0,1,0,1,0,7,9,1,0,0,0,9,4,13,0,17,0,0,2,0,0,0,0,45,11,2,0,0,0,0,0,0,0,8,10,0,12,0,1,5,0,56,1,8,0,14,0,2,33,12,0,0,0,18,1,26,29,0,10,5,5,0,11,6,44,0,0,2,96,5,0,0,84,0,0,4,0,10,9,0,1,0,2,0,0,0,0,4
OTU_405,0,0,0,0,4,0,3,1,6,0,1,1,2,0,2,33,4,0,2,16,1,0,4,12,2,19,0,0,0,0,0,2,0,0,8,0,0,2,2,0,1,0,0,2,0,0,0,0,0,1,20,9,0,6,5,1,5,0,5,0,0,0,0,6,1,5,12,0,2,0,0,3,3,0,1,0,4,7,4,11,3,3,5,0,2,0,0,0,0,1,2,0,1,3,1,2,2,6,2,0,0,0,0,1,42,0,0
OTU_1012,0,0,0,0,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_582,0,0,0,0,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,2,4,0,0,1,0,0,0,3,2,0,0,0,3,0,0,0,0,0,3,0,0
OTU_991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_764,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,2,0,0,1,1,1,0,0,0,2,1,0,13,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,4,0,0,1,0,0,0,2,4,0,0,1,14,3,0,0,0,0,0,0,0
OTU_1018,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,1
OTU_960,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_218,0,0,0,0,2,1,8,0,2,0,21,1,0,0,1,2,0,0,0,0,6,1,0,0,1,0,0,0,0,22,13,4,2,0,0,0,19,0,1,0,1,164,0,0,0,6,51,943,7,0,0,0,5,0,1,75,1,17,31,32,0,4,0,0,7,0,0,3,2,170,1,13,0,3,0,0,0,0,2,0,0,0,0,1,1,0,21,0,2,64,0,2,0,0,0,4,0,5,13,0,0,0,0,0,0,1,29
OTU_827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
OTU_475,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,6,1,0,2,0,2,2,0,5,1,1,6,0,2,3,0,0,0,1,0,0,1,0,1,0,1,1,0,0,2,1,0,2,0,0,0,0,0,1
OTU_774,0,0,0,0,2,0,0,0,1,2,1,0,0,2,1,2,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,5,0,1,0,0,20,0,0,0,0,1,0,0,0,7,0,2,1,0,0,0,0,0,5,1,0,0,0,0,1,0,0,6,0,0,3,2,3,2,2,2,0,0,0,0,0,0,0,2
OTU_940,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,11,0,0,0,0,0,0,10,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,0,1,0,18,0,5,0,0,0,2,0,3,4,0,0,2,0,1,0
OTU_953,0,0,0,0,1,6,0,1,0,0,0,17,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,10,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,3,17,24,0
OTU_700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,1,0,0,0,0,0,2,0,0
OTU_828,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,4,0,0,0,0,0,0,2,2,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_867,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,0,0,0,0
OTU_837,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0
OTU_839,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_651,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
OTU_293,0,0,0,0,0,15,0,12,0,0,0,9,2,0,16,0,2,0,0,0,14,0,0,0,0,0,6,0,12,0,2,0,0,58,6,13,0,4,0,0,0,0,34,28,0,0,0,0,5,0,0,7,0,5,0,0,6,0,0,0,0,1,0,0,0,1,42,0,0,10,0,0,265,0,0,0,3,0,0,0,1,0,1,0,11,1,0,0,0,0,2,0,0,0,1,0,4,5,1,0,1,0,1,4,2,0,0
OTU_260,0,0,0,0,0,5,0,5,1,0,0,12,3,0,15,0,4,0,0,1,13,0,0,1,0,0,3,0,6,1,4,0,0,55,7,12,0,4,0,0,0,0,22,13,0,0,0,0,4,0,0,7,0,5,0,0,6,0,0,0,0,2,0,0,0,3,50,0,0,11,0,2,301,0,3,0,7,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,6,6,1,0,6,0,0,9,7,0,0
OTU_576,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,19,120,0,0,0,0,16,5,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,7,0,0,0,35,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,0
OTU_505,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,26,0
OTU_426,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,15,0,0,5,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
OTU_494,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_590,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,3,0,0,0,0
OTU_656,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,0,0,0,0,4,0,0,0,0
OTU_335,0,0,0,0,0,2,0,7,14,7,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,21,11,0,0,7,61,0,0,14,1,29,0,8,0,0,6,0,1,3,2,32,0
OTU_775,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,17,0
