#OTU ID,341F-785R-Margo100,341F-785R-Margo101,341F-785R-Margo102,341F-785R-Margo103,341F-785R-Margo104,341F-785R-Margo105,341F-785R-Margo106,341F-785R-Margo107,341F-785R-Margo10,341F-785R-Margo11,341F-785R-Margo12,341F-785R-Margo13,341F-785R-Margo14,341F-785R-Margo15,341F-785R-Margo16,341F-785R-Margo17,341F-785R-Margo18,341F-785R-Margo19,341F-785R-Margo1,341F-785R-Margo20,341F-785R-Margo21,341F-785R-Margo22,341F-785R-Margo23,341F-785R-Margo24,341F-785R-Margo25,341F-785R-Margo26,341F-785R-Margo27,341F-785R-Margo28,341F-785R-Margo29,341F-785R-Margo2,341F-785R-Margo30,341F-785R-Margo31,341F-785R-Margo32,341F-785R-Margo33,341F-785R-Margo34,341F-785R-Margo35,341F-785R-Margo36,341F-785R-Margo37,341F-785R-Margo38,341F-785R-Margo39,341F-785R-Margo3,341F-785R-Margo40,341F-785R-Margo41,341F-785R-Margo42,341F-785R-Margo43,341F-785R-Margo44,341F-785R-Margo45,341F-785R-Margo46,341F-785R-Margo47,341F-785R-Margo48,341F-785R-Margo49,341F-785R-Margo4,341F-785R-Margo50,341F-785R-Margo51,341F-785R-Margo52,341F-785R-Margo53,341F-785R-Margo54,341F-785R-Margo55,341F-785R-Margo56,341F-785R-Margo57,341F-785R-Margo58,341F-785R-Margo59,341F-785R-Margo5,341F-785R-Margo60,341F-785R-Margo61,341F-785R-Margo62,341F-785R-Margo63,341F-785R-Margo64,341F-785R-Margo65,341F-785R-Margo66,341F-785R-Margo67,341F-785R-Margo68,341F-785R-Margo69,341F-785R-Margo6,341F-785R-Margo70,341F-785R-Margo71,341F-785R-Margo72,341F-785R-Margo73,341F-785R-Margo74,341F-785R-Margo75,341F-785R-Margo76,341F-785R-Margo77,341F-785R-Margo78,341F-785R-Margo79,341F-785R-Margo7,341F-785R-Margo80,341F-785R-Margo81,341F-785R-Margo82,341F-785R-Margo83,341F-785R-Margo84,341F-785R-Margo85,341F-785R-Margo86,341F-785R-Margo87,341F-785R-Margo88,341F-785R-Margo89,341F-785R-Margo8,341F-785R-Margo90,341F-785R-Margo91,341F-785R-Margo92,341F-785R-Margo93,341F-785R-Margo94,341F-785R-Margo95,341F-785R-Margo96,341F-785R-Margo97,341F-785R-Margo98,341F-785R-Margo99,341F-785R-Margo9
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1,0,0.000595666,0.000476744,0.000489566,0.000113904,0.000151189,0.000371047,0.000579248,0.000104646,0.000133129,0.000259858,0.000322506,0.000213065,0,6.59E-05,0.000353399,0,0,4.84E-05,8.28E-05,9.50E-05,0.000474287,0.000763262,0.000241997,0.001954513,0.00087879,0.000266276,0.006267628,0.000614251,0.000168152,0.000183075,0.001150914,0.003593771,0.000225086,0.00027312,0.000279174,0.000400962,9.26E-05,0.000508665,0.000558392,0.000811232,0.000905292,0.000185185,0.000383751,0.000698283,0.001249932,0.001057222,0.006345817,0.000288002,0.000307874,0.001962188,6.90E-05,0.000836546,0.000686958,0.000239933,0.000327521,0.002973896,0.001889594,0.00480908,0.000198268,0.000736141,3.00E-05,0,0.000655571,0.000480054,0.000653965,7.00E-05,0.000570037,0.014021264,0.001948333,0.001667294,0.000549995,0.000423594,0.000461538,0.000397442,0.024294269,0.000236727,0.000306696,0.000153996,0.00068358,5.41E-05,0.000370617,0.000302084,0.000896349,0.000495213,0.000175654,0.001590537,0.000415825,0.012202563,0.000264585,0.000211461,0.000623534,0.000247668,0.000272881,0.0003442,0.000356173,0.000175917,0.000848134,0.000246488,0.000457771,0.000240558,0,0.000826212,0.00027243,7.22E-05,0.000399042,0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiales vadinBB60 group,0.003136176,2.05E-05,0,0,0,0,0.000342505,0,0.001255756,0,0,0,0.000127839,0,0,0,0.003200615,0,4.84E-05,0.002855842,0.000285117,0,0,0.000380281,0,0.000125541,0.000266276,0,8.78E-05,0,0,0,0.000133103,5.63E-05,0.00027312,0.000558347,0,0.003980744,3.63E-05,0.000159541,0,0,0,5.48E-05,0.000174571,0,0,0,0,0,0,0.000413736,3.64E-05,0,0.000199944,0,0.000403862,0.000134971,9.62E-05,0.000165224,3.20E-05,0.001408324,0,0,0,0,0.000210128,0,0,0,0,0,0.000370645,0,0,0.00025663,6.46E-05,0.00231726,0,0,0.000108237,0,0.000151042,0,0,0,0.000492843,0,0,0.000132293,5.29E-05,0,0.000165112,0,0,0,0,0,0,0,0,0,5.16E-05,0.00015135,0.000288715,0,0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Defluviitaleaceae,0.000550206,0,0,0,0,0,0.00014271,0,0.000156969,0,0.000129929,0,4.26E-05,0.00010725,0,0.000294499,0,0,4.84E-05,0,0.001045429,0,0.00012721,0.000414852,0,0,0.000199707,0.000626763,0,0.000168152,0,0,0,0.000112543,0,0,0,9.26E-05,0.000435999,0,0.00049922,0,0,0.000219286,0.000116381,0,0,0,5.76E-05,7.70E-05,0,0,0,0,0.000399888,0,0.000881154,0,0.000192363,0.000363492,0,0.000389536,6.45E-05,0.000546309,0.000336038,0,7.00E-05,0,2.90E-05,0,0.000107567,3.67E-05,0.000211797,0,3.61E-05,8.55E-05,8.61E-05,6.82E-05,0,9.77E-05,0,0.000592988,2.52E-05,0,0,0,4.48E-05,0,0,0,0.000132163,0,0,5.46E-05,9.83E-05,0,0.000131938,0,0,0,1.50E-05,0,2.58E-05,0.00012108,0,0,0.000116754
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Eubacteriaceae,0,2.05E-05,0.000178779,0.001897069,0,3.78E-05,2.85E-05,0,0,0,0,0.000138217,0.000298291,0,0,0.000353399,0,0,4.84E-05,0,9.50E-05,0,0,0.000138284,0.000177683,0,6.66E-05,0,0,0,4.58E-05,0,0,0,0,0,0,0,0,0.000398851,0,0,9.26E-05,0.000109643,0.000116381,5.43E-05,0,0,0,0,0,0,0.000181858,0,4.00E-05,0,0.000110144,0.000809826,0.000192363,0,3.20E-05,0,0,0.000218524,0.000336038,0,0,5.18E-05,0,7.22E-05,0,0,0.000105899,0.000153846,0,0.000171086,0.000150645,0.000136309,0,0,0,0,0,8.15E-05,0,0,2.24E-05,5.94E-05,0,0,0.000237894,0.000118768,8.26E-05,0,4.92E-05,0,0,0.000349232,0,0,0,0.000159439,7.75E-05,0,3.61E-05,0,0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI,0,8.22E-05,2.98E-05,6.12E-05,0,0,0,0,0,6.66E-05,0,0,0.000298291,0,0,0.0001178,6.40E-05,0,0,8.28E-05,0,0.000474287,0.00012721,3.46E-05,0.000177683,0.000564936,0.000199707,0.000626763,0,4.20E-05,0.000137306,0.000143864,0,0.000112543,0,0,0.000400962,4.63E-05,0,0,0,0,0,0.000164465,0,0,0.001850139,0.00053376,0,5.13E-05,0.000159096,0,7.27E-05,0.00052843,0,0,0.000257003,6.75E-05,0,0.000396537,0.000128025,5.99E-05,0,0.006300761,0.000144016,6.54E-05,0,0.000155465,0,7.22E-05,5.38E-05,0.000109999,0,0,7.23E-05,0.000427716,8.61E-05,0.000102232,2.57E-05,1.95E-05,0.000216474,7.41E-05,0.000151042,0,0,0.000117103,2.24E-05,0.000712843,0.000610128,0,0.000132163,2.97E-05,0,0,0.001130944,0,4.40E-05,0.000449012,0,3.81E-05,9.02E-05,0.00526148,0.00056802,0,0,4.43E-05,0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII,0.001045392,0.002546986,0.004141712,0.014870571,0.000987167,0.004006501,0.001027515,0.001013685,0.003087066,0.001264727,0.000974469,0.002119327,0.003622108,0.002681253,0.009951888,0.001884792,0.003712713,0.000694203,0.003967102,0.002276396,0.002185896,0.004200827,0.005215621,0.005254788,0.017235252,0.004896114,0.003594728,0.017549358,0.001579502,0.002816546,0.001693441,0.001294778,0.008385465,0.003826459,0.002021085,0.006979341,0.000801925,0.00162007,0.003160993,0.006700702,0.003120125,0.001044568,0.003148148,0.002247684,0.002793134,0.000869518,0.005814722,0,0.002534416,0.002360366,0.008299525,0.001999724,0.002182294,0.001268231,0.000719798,0.001483479,0.007232808,0.00614118,0.002933539,0.005551517,0.005345026,0.002816648,0.001386381,0.010707652,0.007632855,0.002659459,0.001751068,0.002539255,0.004200585,0.010030307,0.00715323,0.00535328,0.006830456,0.002153846,0.001300719,0.003934987,0.002195106,0.002760266,0.001668292,0.001992149,0.003192986,0.004002668,0.003322928,0.01303781,0.001815781,0.004567012,0.002419409,0.003683022,0.016473459,0.004101072,0.008326285,0.015053891,0.005448691,0.003219997,0.006146433,0.00138017,0.005277509,0.00419078,0.001013338,0.010109102,0.004239836,0.004862883,0.010405102,0.00051459,0.006640442,0.00292631,0.002101576
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae,0.208418157,0.110259834,0.068144573,0.149746038,0.062419318,0.094077182,0.208357118,0.030193324,0.247907074,0.135658657,0.077437796,0.196268141,0.106234286,0.097919348,0.159757464,0.13099305,0.159774677,0.108573412,0.163376875,0.081163859,0.141608059,0.203333559,0.110672942,0.089538823,0.073560768,0.075952545,0.30881374,0.162644939,0.105475605,0.220867664,0.226097304,0.222414041,0.143351524,0.277474537,0.036652647,0.246231156,0.190056135,0.188437326,0.074301493,0.211710274,0.109641186,0.267548747,0.079907407,0.04966833,0.0514984,0.17287104,0.358662614,0.3538238,0.146708139,0.157759704,0.106514995,0.193421597,0.063795737,0.152346227,0.195425281,0.117252673,0.328046407,0.17600216,0.193324998,0.119390655,0.086480604,0.123483055,0.078153211,0.097425065,0.121309587,0.214805772,0.042235764,0.151111572,0.225875605,0.213811517,0.220459313,0.183954827,0.109975643,0.121461538,0.302886874,0.061591104,0.132136785,0.050979724,0.111210923,0.37643796,0.072843381,0.239270625,0.090675662,0.226205997,0.073786728,0.109139879,0.094289747,0.301057384,0.107992678,0.30268554,0.166234933,0.251165415,0.310905639,0.334170169,0.153709987,0.298829082,0.071730143,0.228098184,0.177744913,0.464103151,0.258915684,0.156808036,0.197826031,0.077793922,0.058897831,0.402811031,0.131698774
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptococcaceae,0.000550206,2.05E-05,0,0,0,0,5.71E-05,0.001339512,0.000156969,0,6.50E-05,0.000276434,0.000170452,0.002252252,0,0.000588998,0.001600307,0,0.000241896,0.000620835,0.000190078,0.000203266,0,0.00283482,0,0.000690478,0,0,0,0.000168152,0,0,0,0.002588487,0.000600863,0.001954216,0,9.26E-05,0.002615994,0.000319081,0.001060842,0,0.000185185,0.00071268,0.000756474,0,0,0,0.000172801,0.000179593,0,0.000896428,0.001563978,0,0.000119966,1.93E-05,0.002239601,0.000607369,0.000240454,0,0.00739342,0.000119857,0,0.002075973,9.60E-05,0,0.001050641,0,0,0.000360802,0.000215135,0,0.004341841,0,0.000108393,0.001539778,0.002539437,0.00231726,0,3.91E-05,0.000216474,0,0,0.001059322,0,0,0.000918479,0,0.001220256,0.000529171,0,0,0.000660447,0,0.00673649,0.000133565,0.000923564,9.98E-05,0,0,0,0.001833546,0,0.00115026,0.001263128,0,0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae,5.50E-05,0.000472425,8.94E-05,6.12E-05,0.000303744,0,0.001541272,7.24E-05,0.000261616,0,0.000129929,0.000691085,0.000127839,0.00010725,0.000461346,0.0001178,6.40E-05,0,9.68E-05,4.14E-05,0,0.000813063,0.001653734,3.46E-05,0.001599147,0.001192643,0.000399414,0.000313381,0.00026325,0.000336304,0.000183075,0.00273342,0.000931718,5.63E-05,0.000327743,0,0.001202887,0.000277726,0.000399666,0.001435865,0.001560062,0.004178273,0.000277778,0.001315717,0.000290951,5.43E-05,0.00145368,0.002253655,0.000576004,0.000205249,0.000185612,0,0.00116389,0.000634115,4.00E-05,0.001425682,0.002129456,0.001957079,0.003222083,0.005121935,0.002688516,8.99E-05,9.67E-05,0.000473468,0.007872882,0.000261586,0,0.000984609,0.000376604,0.000288642,0.007368364,0.000659993,0.000423594,0.000307692,0.000361311,0.002224123,0.000193686,0,0.001462964,0.001835902,0,0.000778297,0.000629342,0.003422425,0,0.000468411,0.000985685,0.000712843,0.099450885,0.001587512,0.000290759,0.005641498,8.26E-05,0,0.000245857,0.000311651,4.40E-05,0.001197366,0.000821625,0.002861067,0,0.000318878,0.00087785,0,3.61E-05,0.000354704,0.000291886
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae,0.556258597,0.051145117,0.699621585,0.694388348,0.357012681,0.586574442,0.311907752,0.69712548,0.404614902,0.330959196,0.389007991,0.54729325,0.502407636,0.392857143,0.308442628,0.494227824,0.415055691,0.162790698,0.335945815,0.418939613,0.29138947,0.346161664,0.11423483,0.275392381,0.637704335,0.321323206,0.358807083,0.572547791,0.164268164,0.323524466,0.568858987,0.345417925,0.33195794,0.361544089,0.707106571,0.470965941,0.431836407,0.427652287,0.569741671,0.445357371,0.461029641,0.371030641,0.446203704,0.612850173,0.81024149,0.374925276,0.412184485,0.001097174,0.399285755,0.562896067,0.440140005,0.402358295,0.458645523,0.572606214,0.55128564,0.315807726,0.432499908,0.430220003,0.501154179,0.472440685,0.214409167,0.442063944,0.559614393,0.548129803,0.534347847,0.569080525,0.45632836,0.579986526,0.523798488,0.535502959,0.603399129,0.545154548,0.437096262,0.424,0.328684467,0.173139435,0.659414208,0.413630942,0.443894051,0.361282006,0.560558502,0.423245126,0.69942604,0.568122555,0.179267085,0.429826102,0.728578149,0.469822977,0.362416107,0.487233761,0.431803764,0.196294427,0.408321638,0.502155761,0.338348822,0.420239526,0.440540065,0.458291758,0.428176266,0.37785153,0.502631104,0.411192602,0.658593891,0.57122533,0.593272944,0.403431764,0.380618797
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Thermoanaerobacterales;D_4__Thermoanaerobacteraceae,0,0,0,0,0,0,2.85E-05,0,0,0,0,0,0,0,0,0,0,0,4.84E-05,0.000206945,0,0,0,0.006810482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000275824,0,0,0,0,0,0,0,0,0,0.000359572,0,0,0,0,0.000280171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036324,7.22E-05,0,0
D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae,0.000165062,0.000883229,0.004171509,0.040450401,0.000417648,0.006765695,0.001741066,0.000108609,0.002773127,0.003594488,0.010231924,0.001842893,0.006860698,0.003110253,0.002570355,0.006125574,0.00166432,0.000833044,0.018674407,0.000620835,0.001235507,0.019649028,0.019463173,0.00708705,0.006574271,0.010984872,0.009452803,0.073017863,0.001930502,0.003657306,0.003341114,0.001870234,0.012511646,0.028867256,0.000436991,0.030429927,0.010825982,0.001110905,0.006140319,0.010529675,0.007051482,0.043036212,0.004259259,0.000931966,0.001047425,0.010977664,0.026166248,0.028704445,0.008640055,0.003771455,0.003287991,0.001103296,0.002327781,0.002800676,0.001519575,0.002600906,0.011601865,0.018491024,0.020871405,0.010838676,0.008673665,0.000599287,0.00135414,0.00870452,0.01464164,0.005253521,0.000630385,0.003212935,0.00260726,0.012339443,0.004141344,0.017746489,0.002594514,0.008846154,0.004407992,0.003165098,0.004713022,0.002146873,0.00174529,0.01595672,0.001677671,0.002853754,0.002341154,0.014504563,0.003136349,0.01182739,0.001568135,0.015623144,0.02928615,0.003704194,0.037190738,0.011045459,0.003797573,0.012006767,0.002507745,0.002626775,0.000483772,0.017361804,0.003368663,0.009765774,0.058200024,0.009725765,0.03020836,0.002724301,0.002381898,0.012725016,0.002802102
